Postal code ;Locality;Population
(april 2009);;(2008-12-31)
50439;BORÅS               ;655
50441;BORÅS               ;326
50442;BORÅS               ;1530
50444;BORÅS               ;957
50445;BORÅS               ;915
50446;BORÅS               ;898
50447;BORÅS               ;837
50450;BORÅS               ;606
50451;BORÅS               ;37
50452;BORÅS               ;567
50453;BORÅS               ;986
50454;BORÅS               ;960
50455;BORÅS               ;748
50456;BORÅS               ;889
50457;BORÅS               ;1061
50458;BORÅS               ;699
50460;BORÅS               ;895
50461;BORÅS               ;1156
50462;BORÅS               ;19
50463;BORÅS               ;413
50465;BORÅS               ;873
50466;BORÅS               ;879
50467;BORÅS               ;782
50468;BORÅS               ;6
50470;BORÅS               ;759
50471;BORÅS               ;428
50472;BORÅS               ;458
50475;BORÅS               ;512
50478;SANDHULT            ;583
50490;BORÅS               ;168
50491;SANDHULT            ;409
50492;HEDARED             ;450
50493;BORÅS               ;641
50494;BORÅS               ;386
50495;BORÅS               ;588
50496;BREDARED            ;905
50497;BREDARED            ;254
50630;BORÅS               ;137
50631;BORÅS               ;1166
50632;BORÅS               ;208
50634;BORÅS               ;536
50635;BORÅS               ;1029
50636;BORÅS               ;792
50637;BORÅS               ;691
50638;BORÅS               ;943
50639;BORÅS               ;991
50640;BORÅS               ;683
50641;BORÅS               ;916
50642;BORÅS               ;833
50643;BORÅS               ;1211
50644;BORÅS               ;623
50646;BORÅS               ;1013
50647;BORÅS               ;538
50648;BORÅS               ;987
50649;BORÅS               ;572
50670;FRUFÄLLAN           ;831
50730;BRÄMHULT            ;706
50731;BRÄMHULT            ;957
50732;BRÄMHULT            ;812
50733;BRÄMHULT            ;899
50734;BRÄMHULT            ;1107
50740;BORÅS               ;1602
50741;BORÅS               ;1410
50742;BORÅS               ;802
50743;BORÅS               ;571
50744;BORÅS               ;944
50745;BORÅS               ;1137
50750;BORÅS               ;1511
50751;BORÅS               ;437
50752;BORÅS               ;934
50753;BORÅS               ;1217
50760;BORÅS               ;1174
50761;BORÅS               ;738
50762;BORÅS               ;1004
50763;BORÅS               ;668
50764;BORÅS               ;892
50765;BORÅS               ;941
50770;GÅNGHESTER          ;875
50771;GÅNGHESTER          ;762
50790;BRÄMHULT            ;266
51022;HYSSNA              ;2
51131;ÖRBY                ;1540
51141;KINNA               ;380
51142;KINNAHULT           ;341
51154;KINNA               ;1181
51155;KINNA               ;876
51156;KINNA               ;2248
51157;KINNA               ;1707
51158;KINNA               ;1540
51159;KINNA               ;225
51161;SKENE               ;1750
51162;SKENE               ;2043
51163;SKENE               ;1697
51168;HYSSNA              ;652
51169;SÄTILA              ;1000
51170;RYDAL               ;413
51171;FRITSLA             ;1205
51172;FRITSLA             ;1161
51173;FRITSLA             ;172
51174;SKEPHULT            ;254
51191;SKENE               ;218
51192;ÖRBY                ;996
51193;TORESTORP           ;1068
51194;ÄLEKULLA            ;359
51195;ÖXABÄCK             ;961
51196;BERGHEM             ;768
51197;HAJOM               ;562
51198;HYSSNA              ;1112
51199;SÄTILA              ;962
51250;SVENLJUNGA          ;271
51251;SVENLJUNGA          ;958
51252;SVENLJUNGA          ;975
51253;SVENLJUNGA          ;158
51254;SVENLJUNGA          ;948
51260;ÖVERLIDA            ;623
51261;KALV                ;333
51262;MÅRDAKLEV           ;341
51263;ÖSTRA FRÖLUNDA      ;547
51264;HOLSLJUNGA          ;534
51265;MJÖBÄCK             ;475
51276;HILLARED            ;579
51277;SEXDREGA            ;777
51290;HILLARED            ;291
51291;SEXDREGA            ;367
51292;SVENLJUNGA          ;428
51293;SVENLJUNGA          ;651
51294;SVENLJUNGA          ;636
51295;HÅCKSVIK            ;354
51332;FRISTAD             ;1034
51333;FRISTAD             ;824
51334;FRISTAD             ;656
51335;FRISTAD             ;1151
51350;SPARSÖR             ;1367
51370;BORGSTENA           ;376
51391;FRISTAD             ;277
51392;FRISTAD             ;287
51393;FRISTAD             ;286
51394;SPARSÖR             ;141
51395;FRISTAD             ;291
51396;FRISTAD             ;389
51397;BORGSTENA           ;367
51431;TRANEMO             ;524
51432;TRANEMO             ;492
51433;TRANEMO             ;666
51434;TRANEMO             ;937
51435;TRANEMO             ;532
51440;LIMMARED            ;559
51441;LIMMARED            ;895
51442;LIMMARED            ;323
51443;LÄNGHEM             ;454
51444;LÄNGHEM             ;531
51450;LIMMARED            ;256
51452;LÄNGHEM             ;453
51453;MÅNSTAD             ;367
51454;NITTORP             ;304
51455;LJUNGSARP           ;376
51460;DALSTORP            ;744
51461;DALSTORP            ;434
51462;ÖLSREMMA            ;201
51470;GRIMSÅS             ;743
51491;TRANEMO             ;433
51492;UDDEBO              ;332
51493;AMBJÖRNARP          ;548
51494;SJÖTOFTA            ;378
51495;GRIMSÅS             ;214
51532;VISKAFORS           ;496
51533;VISKAFORS           ;822
51534;VISKAFORS           ;675
51535;VISKAFORS           ;725
51560;SVANEHOLM           ;420
51561;SVANEHOLM           ;659
51570;RYDBOHOLM           ;1027
51591;VISKAFORS           ;61
51592;KINNARUMMA          ;642
51593;SEGLORA             ;543
51630;DALSJÖFORS          ;889
51631;DALSJÖFORS          ;581
51632;DALSJÖFORS          ;630
51633;DALSJÖFORS          ;469
51634;DALSJÖFORS          ;728
51650;APLARED             ;456
51677;MÅLSRYD             ;794
51690;DALSJÖFORS          ;416
51691;DALSJÖFORS          ;513
51692;ÄSPERED             ;894
51693;RÅNGEDALA           ;744
51694;DANNIKE             ;859
51695;MÅLSRYD             ;531
51696;APLARED             ;400
51733;BOLLEBYGD           ;411
51734;BOLLEBYGD           ;824
51735;BOLLEBYGD           ;218
51736;BOLLEBYGD           ;1160
51737;BOLLEBYGD           ;1035
51770;TÖLLSJÖ             ;371
51771;OLSFORS             ;621
51791;BOLLEBYGD           ;394
51792;BOLLEBYGD           ;889
51793;TÖLLSJÖ             ;419
51794;TÖLLSJÖ             ;352
51795;OLSFORS             ;394
51796;HULTAFORS           ;322
51830;SANDARED            ;935
51831;SANDARED            ;778
51832;SANDARED            ;744
51833;SANDARED            ;656
51840;SJÖMARKEN           ;920
51841;SJÖMARKEN           ;869
51842;SJÖMARKEN           ;680
51843;SJÖMARKEN           ;406
51890;SANDARED            ;627
51891;SJÖMARKEN           ;107
51930;HORRED              ;877
51931;HORRED              ;337
51990;HORRED              ;463
51991;ISTORP              ;491
51992;KUNGSÄTER           ;630
51993;KUNGSÄTER           ;238
51994;BJÖRKETORP          ;1082
51995;TOSTARED            ;416
51996;FOTSKÄL             ;701
51997;ÖXNEVALLA           ;391
52010;GÄLLSTAD            ;1488
52011;VEGBY               ;943
52024;BLIDSBERG           ;1345
52025;DALUM               ;721
52026;TRÄDET              ;425
52130;FALKÖPING           ;1783
52131;FALKÖPING           ;1742
52132;FALKÖPING           ;1918
52133;FALKÖPING           ;1194
52134;FALKÖPING           ;1295
52135;FALKÖPING           ;993
52140;FALKÖPING           ;398
52141;FALKÖPING           ;1042
52142;FALKÖPING           ;1447
52143;FALKÖPING           ;1362
52144;FALKÖPING           ;1430
52145;FALKÖPING           ;1406
52151;FLOBY               ;730
52152;FLOBY               ;708
52153;FLOBY               ;363
52154;FLOBY               ;134
52155;FLOBY               ;382
52156;FLOBY               ;321
52160;STENSTORP           ;906
52161;STENSTORP           ;736
52162;STENSTORP           ;668
52163;STENSTORP           ;407
52164;STENSTORP           ;228
52170;ÅSARP               ;532
52171;ÅSARP               ;531
52172;SLUTARP             ;377
52173;KINNARP             ;547
52174;GUDHEM              ;426
52175;VARTOFTA            ;535
52191;FALKÖPING           ;1185
52192;FALKÖPING           ;1148
52193;FALKÖPING           ;565
52194;FALKÖPING           ;1189
52195;KÄTTILSTORP         ;485
52196;FALKÖPING           ;1091
52197;VARTOFTA            ;492
52198;BRODDETORP          ;649
52230;TIDAHOLM            ;1431
52231;TIDAHOLM            ;1345
52232;TIDAHOLM            ;1360
52233;TIDAHOLM            ;1357
52234;TIDAHOLM            ;1223
52235;TIDAHOLM            ;1198
52291;TIDAHOLM            ;1533
52292;TIDAHOLM            ;853
52293;TIDAHOLM            ;1379
52294;TIDAHOLM            ;823
52330;ULRICEHAMN          ;1231
52331;ULRICEHAMN          ;1185
52332;ULRICEHAMN          ;1249
52333;ULRICEHAMN          ;1728
52335;ULRICEHAMN          ;1057
52336;ULRICEHAMN          ;821
52337;ULRICEHAMN          ;872
52338;ULRICEHAMN          ;1137
52339;ULRICEHAMN          ;417
52372;TIMMELE             ;697
52374;HÖKERUM             ;717
52390;ULRICEHAMN          ;678
52391;ULRICEHAMN          ;632
52392;TIMMELE             ;520
52393;MARBÄCK             ;698
52394;TVÄRRED             ;899
52395;ÄLMESTAD            ;419
52396;GRÖNAHÖG            ;343
52397;ULRICEHAMN          ;608
52398;HÖKERUM             ;774
52399;HÖKERUM             ;1135
52430;HERRLJUNGA          ;1113
52431;HERRLJUNGA          ;1112
52432;HERRLJUNGA          ;1580
52441;LJUNG               ;649
52442;LJUNG               ;581
52491;HERRLJUNGA          ;867
52492;HERRLJUNGA          ;814
52493;HERRLJUNGA          ;552
52495;LJUNG               ;1064
52496;LJUNG               ;775
53030;TUN                 ;980
53032;SÅTENÄS             ;121
53130;LIDKÖPING           ;590
53131;LIDKÖPING           ;846
53132;LIDKÖPING           ;1131
53133;LIDKÖPING           ;1150
53134;LIDKÖPING           ;813
53135;LIDKÖPING           ;1069
53136;LIDKÖPING           ;549
53137;LIDKÖPING           ;1078
53138;LIDKÖPING           ;1612
53139;LIDKÖPING           ;1142
53140;LIDKÖPING           ;9
53141;LIDKÖPING           ;1258
53142;LIDKÖPING           ;1332
53143;LIDKÖPING           ;705
53150;LIDKÖPING           ;1233
53151;LIDKÖPING           ;446
53152;LIDKÖPING           ;1963
53153;LIDKÖPING           ;1285
53154;LIDKÖPING           ;1428
53155;LIDKÖPING           ;1466
53156;LIDKÖPING           ;729
53157;LIDKÖPING           ;1530
53158;LIDKÖPING           ;1355
53159;LIDKÖPING           ;671
53170;LIDKÖPING           ;727
53171;VINNINGA            ;988
53175;JÄRPÅS              ;805
53191;VINNINGA            ;1067
53192;LIDKÖPING           ;693
53193;LIDKÖPING           ;863
53194;JÄRPÅS              ;622
53196;LIDKÖPING           ;1200
53197;LIDKÖPING           ;1655
53198;LIDKÖPING           ;1614
53199;LIDKÖPING           ;1098
53230;SKARA               ;893
53231;SKARA               ;1096
53232;SKARA               ;1401
53233;SKARA               ;1386
53234;SKARA               ;1332
53235;SKARA               ;1278
53236;SKARA               ;1456
53237;SKARA               ;119
53238;SKARA               ;1775
53272;AXVALL              ;1157
53273;VARNHEM             ;1106
53274;SKARA               ;733
53292;AXVALL              ;937
53293;AXVALL              ;464
53294;SKARA               ;1336
53295;SKARA               ;841
53296;SKARA               ;1191
53330;GÖTENE              ;1124
53331;GÖTENE              ;852
53332;GÖTENE              ;959
53333;GÖTENE              ;1049
53334;GÖTENE              ;806
53372;LUNDSBRUNN          ;874
53373;KÄLLBY              ;1682
53374;HÄLLEKIS            ;665
53391;GÖTENE              ;982
53392;LUNDSBRUNN          ;884
53393;KÄLLBY              ;521
53394;HÄLLEKIS            ;850
53395;GÖTENE              ;353
53396;GÖTENE              ;602
53397;GÖTENE              ;627
53430;VARA                ;856
53431;VARA                ;1564
53432;VARA                ;1305
53450;VARA                ;39
53460;VEDUM               ;933
53461;VEDUM               ;1034
53462;LARV                ;701
53473;STORA LEVENE        ;757
53490;VARA                ;443
53491;VARA                ;990
53492;TRÅVAD              ;699
53493;STORA LEVENE        ;400
53494;VARA                ;1387
53495;VARA                ;607
53496;VARA                ;743
53530;KVÄNUM              ;1203
53591;KVÄNUM              ;472
53592;KVÄNUM              ;929
53593;KVÄNUM              ;830
54015;VÄRING              ;1862
54016;TIMMERSDALA         ;1615
54017;LERDALA             ;1291
54066;SJÖTORP             ;742
54130;SKÖVDE              ;1411
54131;SKÖVDE              ;1170
54132;SKÖVDE              ;1406
54133;SKÖVDE              ;1635
54134;SKÖVDE              ;226
54135;SKÖVDE              ;974
54136;SKÖVDE              ;1497
54137;SKÖVDE              ;511
54138;SKÖVDE              ;1585
54139;SKÖVDE              ;1346
54140;SKÖVDE              ;1453
54141;SKÖVDE              ;5
54142;SKÖVDE              ;1580
54143;SKÖVDE              ;1168
54144;SKÖVDE              ;1192
54145;SKÖVDE              ;1519
54146;SKÖVDE              ;1442
54147;SKÖVDE              ;1437
54148;SKÖVDE              ;1294
54150;SKÖVDE              ;1440
54152;SKÖVDE              ;1007
54153;SKÖVDE              ;1022
54154;SKÖVDE              ;1830
54155;SKÖVDE              ;1197
54156;SKÖVDE              ;846
54157;SKÖVDE              ;1503
54162;SKÖVDE              ;1694
54163;SKÖVDE              ;1225
54164;SKÖVDE              ;1681
54165;SKÖVDE              ;1220
54170;SKÖVDE              ;1305
54177;SKÖVDE              ;643
54178;VÄRSÅS              ;527
54191;SKÖVDE              ;1461
54192;SKÖVDE              ;1125
54193;SKÖVDE              ;1201
54194;SKÖVDE              ;371
54198;VÄRSÅS              ;471
54230;MARIESTAD           ;1044
54231;MARIESTAD           ;1894
54232;MARIESTAD           ;1676
54233;MARIESTAD           ;1609
54234;MARIESTAD           ;1369
54240;MARIESTAD           ;1147
54241;MARIESTAD           ;1762
54242;MARIESTAD           ;1327
54243;MARIESTAD           ;984
54244;MARIESTAD           ;1426
54245;MARIESTAD           ;1204
54272;MARIESTAD           ;343
54273;MARIESTAD           ;784
54274;MARIESTAD           ;512
54275;MARIESTAD           ;172
54291;TORSÖ               ;560
54292;MARIESTAD           ;885
54293;MARIESTAD           ;1395
54294;MARIESTAD           ;1054
54295;MARIESTAD           ;699
54330;TIBRO               ;1455
54331;TIBRO               ;727
54332;TIBRO               ;1680
54333;TIBRO               ;832
54334;TIBRO               ;1116
54335;TIBRO               ;1134
54336;TIBRO               ;591
54337;TIBRO               ;451
54350;TIBRO               ;3
54351;TIBRO               ;29
54391;TIBRO               ;544
54392;TIBRO               ;376
54393;TIBRO               ;510
54394;TIBRO               ;527
54395;FAGERSANNA          ;705
54430;HJO                 ;1661
54431;HJO                 ;1176
54432;HJO                 ;1627
54433;HJO                 ;1388
54450;HJO                 ;1
54491;HJO                 ;340
54492;HJO                 ;1366
54493;HJO                 ;545
54494;HJO                 ;886
54530;TÖREBODA            ;647
54531;TÖREBODA            ;922
54532;TÖREBODA            ;546
54533;TÖREBODA            ;642
54534;TÖREBODA            ;776
54535;TÖREBODA            ;616
54572;ÄLGARÅS             ;393
54590;TÖREBODA            ;888
54591;TÖREBODA            ;892
54592;ÄLGARÅS             ;401
54593;TÖREBODA            ;943
54630;KARLSBORG           ;571
54631;KARLSBORG           ;942
54632;KARLSBORG           ;422
54633;KARLSBORG           ;1281
54634;KARLSBORG           ;362
54672;MÖLLTORP            ;1076
54673;FORSVIK             ;358
54691;KARLSBORG           ;398
54692;MÖLLTORP            ;273
54693;UNDENÄS             ;72
54694;UNDENÄS             ;531
54695;KARLSBORG           ;463
54730;GULLSPÅNG           ;195
54731;GULLSPÅNG           ;796
54772;OTTERBÄCKEN         ;754
54791;GULLSPÅNG           ;408
54792;GULLSPÅNG           ;595
54793;SKAGERSVIK          ;257
54831;HOVA                ;638
54832;HOVA                ;616
54873;LYRESTAD            ;539
54874;GÅRDSJÖ             ;247
54891;HOVA                ;298
54892;HOVA                ;548
54893;LYRESTAD            ;423
54931;TIDAN               ;835
54941;MOHOLM              ;623
54991;TIDAN               ;761
54992;MOHOLM              ;531
54993;MOHOLM              ;441
55302;JÖNKÖPING           ;21
55303;JÖNKÖPING           ;10
55305;JÖNKÖPING           ;9
55307;JÖNKÖPING           ;1304
55308;JÖNKÖPING           ;798
55310;JÖNKÖPING           ;672
55311;JÖNKÖPING           ;1097
55312;JÖNKÖPING           ;1082
55313;JÖNKÖPING           ;1552
55314;JÖNKÖPING           ;295
55315;JÖNKÖPING           ;616
55316;JÖNKÖPING           ;1396
55317;JÖNKÖPING           ;934
55318;JÖNKÖPING           ;665
55320;JÖNKÖPING           ;848
55321;JÖNKÖPING           ;1107
55322;JÖNKÖPING           ;978
55323;JÖNKÖPING           ;998
55324;JÖNKÖPING           ;823
55331;JÖNKÖPING           ;1527
55332;JÖNKÖPING           ;913
55333;JÖNKÖPING           ;1313
55334;JÖNKÖPING           ;964
55335;JÖNKÖPING           ;866
55336;JÖNKÖPING           ;735
55337;JÖNKÖPING           ;679
55338;JÖNKÖPING           ;1596
55339;JÖNKÖPING           ;1172
55438;JÖNKÖPING           ;576
55439;JÖNKÖPING           ;1152
55445;JÖNKÖPING           ;1272
55446;JÖNKÖPING           ;1273
55447;JÖNKÖPING           ;1842
55448;JÖNKÖPING           ;2022
55449;JÖNKÖPING           ;23
55450;JÖNKÖPING           ;968
55451;JÖNKÖPING           ;964
55452;JÖNKÖPING           ;1284
55453;JÖNKÖPING           ;1545
55454;JÖNKÖPING           ;1186
55456;JÖNKÖPING           ;1622
55457;JÖNKÖPING           ;1199
55458;JÖNKÖPING           ;1318
55459;JÖNKÖPING           ;476
55463;JÖNKÖPING           ;1047
55464;JÖNKÖPING           ;1044
55465;JÖNKÖPING           ;977
55466;JÖNKÖPING           ;1442
55472;JÖNKÖPING           ;974
55473;JÖNKÖPING           ;699
55474;JÖNKÖPING           ;1124
55592;JÖNKÖPING           ;855
55593;JÖNKÖPING           ;372
55594;JÖNKÖPING           ;1207
55610;JÖNKÖPING           ;1419
55611;JÖNKÖPING           ;1219
55612;JÖNKÖPING           ;1606
55614;JÖNKÖPING           ;947
55625;JÖNKÖPING           ;1060
55626;JÖNKÖPING           ;1155
55627;JÖNKÖPING           ;1061
55628;JÖNKÖPING           ;909
55629;JÖNKÖPING           ;731
55631;JÖNKÖPING           ;779
55632;JÖNKÖPING           ;995
55633;JÖNKÖPING           ;706
55650;JÖNKÖPING           ;39
55652;JÖNKÖPING           ;46
56013;HOK                 ;1190
56025;BOTTNARYD           ;1941
56027;TENHULT             ;4404
56028;LEKERYD             ;2323
56034;VISINGSÖ            ;741
56042;SANDHEM             ;1026
56131;HUSKVARNA           ;1845
56132;HUSKVARNA           ;1450
56133;HUSKVARNA           ;923
56134;HUSKVARNA           ;978
56135;HUSKVARNA           ;1491
56136;HUSKVARNA           ;895
56138;HUSKVARNA           ;1471
56139;HUSKVARNA           ;1948
56141;HUSKVARNA           ;1684
56142;HUSKVARNA           ;1263
56143;HUSKVARNA           ;1320
56144;HUSKVARNA           ;1240
56146;HUSKVARNA           ;1467
56148;HUSKVARNA           ;922
56149;HUSKVARNA           ;1457
56150;HUSKVARNA           ;1446
56151;HUSKVARNA           ;1480
56191;HUSKVARNA           ;976
56192;HUSKVARNA           ;756
56193;HUSKVARNA           ;376
56230;NORRAHAMMAR         ;1152
56231;NORRAHAMMAR         ;1450
56232;NORRAHAMMAR         ;2003
56233;NORRAHAMMAR         ;23
56240;TABERG              ;1465
56241;TABERG              ;1440
56242;TABERG              ;960
56250;MÅNSARP             ;541
56291;MÅNSARP             ;772
56331;GRÄNNA              ;1365
56332;GRÄNNA              ;1183
56391;GRÄNNA              ;883
56392;GRÄNNA              ;694
56393;GRÄNNA              ;1473
56431;BANKERYD            ;1140
56432;BANKERYD            ;1523
56433;BANKERYD            ;1206
56434;BANKERYD            ;1379
56435;BANKERYD            ;1510
56436;BANKERYD            ;1268
56491;BANKERYD            ;929
56531;MULLSJÖ             ;1886
56532;MULLSJÖ             ;2105
56533;MULLSJÖ             ;1503
56591;MULLSJÖ             ;536
56592;MULLSJÖ             ;275
56593;MULLSJÖ             ;104
56631;HABO                ;1450
56632;HABO                ;1305
56633;HABO                ;2005
56634;HABO                ;1492
56635;HABO                ;610
56691;HABO                ;1440
56692;HABO                ;1087
56693;BRANDSTORP          ;549
56730;VAGGERYD            ;1091
56731;VAGGERYD            ;1100
56732;VAGGERYD            ;1402
56733;VAGGERYD            ;1283
56791;VAGGERYD            ;513
56792;VAGGERYD            ;549
56830;SKILLINGARYD        ;1230
56831;SKILLINGARYD        ;1385
56832;SKILLINGARYD        ;1357
56891;SKILLINGARYD        ;478
56892;SKILLINGARYD        ;847
56893;SKILLINGARYD        ;314
57001;RÖRVIK              ;920
57002;STOCKARYD           ;1350
57003;VRIGSTAD            ;1828
57010;KORSBERGA           ;1649
57012;LANDSBRO            ;2137
57013;MYRESJÖ             ;928
57015;HOLSBYBRUNN         ;1656
57016;KVILLSFORS          ;850
57019;PAULISTRÖM          ;270
57021;MALMBÄCK            ;1613
57023;ANNEBERG            ;857
57030;MARIANNELUND        ;988
57031;INGATORP            ;719
57032;HJÄLTEVAD           ;542
57033;MARIANNELUND        ;1221
57034;BRUZAHOLM           ;467
57060;ÖSTERBYMO           ;2641
57072;FAGERHULT           ;466
57075;FÅGELFORS           ;506
57076;RUDA                ;1256
57080;VIRSERUM            ;2266
57081;JÄRNFORSEN          ;721
57082;MÅLILLA             ;1728
57083;ROSENFORS           ;314
57084;MÖRLUNDA            ;1264
57090;PÅSKALLAVIK         ;1461
57091;KRISTDALA           ;1632
57131;NÄSSJÖ              ;1019
57132;NÄSSJÖ              ;846
57133;NÄSSJÖ              ;1094
57134;NÄSSJÖ              ;779
57135;NÄSSJÖ              ;1619
57136;NÄSSJÖ              ;1350
57137;NÄSSJÖ              ;1716
57138;NÄSSJÖ              ;1796
57139;NÄSSJÖ              ;1471
57140;NÄSSJÖ              ;1488
57141;NÄSSJÖ              ;1416
57142;NÄSSJÖ              ;1821
57143;NÄSSJÖ              ;186
57161;BODAFORS            ;1038
57162;BODAFORS            ;1007
57163;BODAFORS            ;324
57164;SANDSJÖFORS         ;270
57165;GRIMSTORP           ;416
57166;BODAFORS            ;195
57167;BODAFORS            ;141
57172;ORMARYD             ;278
57173;STENSJÖN            ;287
57174;ÄNG                 ;276
57175;FREDRIKSDAL         ;334
57176;SOLBERGA            ;410
57177;FORSERUM            ;544
57178;FORSERUM            ;1484
57191;NÄSSJÖ              ;208
57192;NÄSSJÖ              ;488
57193;NÄSSJÖ              ;546
57194;NÄSSJÖ              ;531
57195;NÄSSJÖ              ;407
57197;FORSERUM            ;830
57230;OSKARSHAMN          ;1259
57231;OSKARSHAMN          ;1505
57232;OSKARSHAMN          ;1679
57233;OSKARSHAMN          ;1556
57234;OSKARSHAMN          ;1617
57235;OSKARSHAMN          ;488
57236;OSKARSHAMN          ;179
57237;OSKARSHAMN          ;514
57240;OSKARSHAMN          ;1715
57241;OSKARSHAMN          ;793
57250;OSKARSHAMN          ;773
57251;OSKARSHAMN          ;1848
57260;OSKARSHAMN          ;1531
57261;OSKARSHAMN          ;737
57262;OSKARSHAMN          ;1058
57263;OSKARSHAMN          ;589
57275;FIGEHOLM            ;764
57276;FÅRBO               ;526
57291;OSKARSHAMN          ;740
57292;OSKARSHAMN          ;965
57293;OSKARSHAMN          ;701
57295;FIGEHOLM            ;675
57296;FÅRBO               ;497
57331;TRANÅS              ;1145
57332;TRANÅS              ;516
57333;TRANÅS              ;960
57334;TRANÅS              ;1293
57335;TRANÅS              ;1080
57336;TRANÅS              ;1205
57337;TRANÅS              ;1082
57338;TRANÅS              ;1738
57339;TRANÅS              ;1486
57340;TRANÅS              ;1211
57341;TRANÅS              ;1120
57342;TRANÅS              ;1002
57343;TRANÅS              ;542
57361;SOMMEN              ;805
57373;SUNHULTSBRUNN       ;418
57391;TRANÅS              ;409
57392;TRANÅS              ;621
57393;TRANÅS              ;630
57394;TRANÅS              ;540
57395;TRANÅS              ;470
57396;TRANÅS              ;97
57397;TRANÅS              ;759
57398;TRANÅS              ;428
57399;TRANÅS              ;400
57431;VETLANDA            ;1088
57432;VETLANDA            ;1362
57433;VETLANDA            ;850
57434;VETLANDA            ;1328
57435;VETLANDA            ;1253
57436;VETLANDA            ;1295
57437;VETLANDA            ;1050
57438;VETLANDA            ;904
57439;VETLANDA            ;1547
57440;VETLANDA            ;1267
57441;VETLANDA            ;898
57450;EKENÄSSJÖN          ;1513
57474;RAMKVILLA           ;420
57491;VETLANDA            ;870
57492;VETLANDA            ;262
57493;VETLANDA            ;572
57494;VETLANDA            ;355
57495;BJÖRKÖBY            ;567
57496;VETLANDA            ;206
57497;VETLANDA            ;223
57498;NYE                 ;495
57531;EKSJÖ               ;849
57532;EKSJÖ               ;861
57533;EKSJÖ               ;1139
57534;EKSJÖ               ;1079
57535;EKSJÖ               ;869
57536;EKSJÖ               ;1439
57537;EKSJÖ               ;1121
57538;EKSJÖ               ;930
57539;EKSJÖ               ;1223
57591;EKSJÖ               ;698
57592;HULT                ;828
57593;EKSJÖ               ;180
57594;EKSJÖ               ;349
57595;EKSJÖ               ;806
57596;EKSJÖ               ;603
57631;SÄVSJÖ              ;1125
57632;SÄVSJÖ              ;1353
57633;SÄVSJÖ              ;1132
57635;SÄVSJÖ              ;838
57636;SÄVSJÖ              ;621
57691;SÄVSJÖ              ;990
57692;SÄVSJÖ              ;703
57730;HULTSFRED           ;558
57731;HULTSFRED           ;533
57732;HULTSFRED           ;498
57733;HULTSFRED           ;703
57734;HULTSFRED           ;746
57735;HULTSFRED           ;479
57736;HULTSFRED           ;785
57737;HULTSFRED           ;689
57738;HULTSFRED           ;233
57739;HULTSFRED           ;2
57750;SILVERDALEN         ;286
57751;SILVERDALEN         ;520
57790;HULTSFRED           ;349
57791;HULTSFRED           ;463
57792;HULTSFRED           ;162
57793;HULTSFRED           ;320
57794;LÖNNEBERGA          ;389
57831;ANEBY               ;1144
57832;ANEBY               ;907
57833;ANEBY               ;1362
57874;FRINNARYD           ;219
57875;FLISBY              ;190
57891;ANEBY               ;683
57892;ANEBY               ;705
57893;ANEBY               ;457
57894;ANEBY               ;343
57895;FLISBY              ;339
57930;HÖGSBY              ;423
57931;HÖGSBY              ;612
57932;HÖGSBY              ;439
57933;HÖGSBY              ;428
57940;BERGA               ;728
57990;BERGA               ;835
57992;HÖGSBY              ;708
57993;GRÖNSKÅRA           ;290
58212;LINKÖPING           ;1075
58214;LINKÖPING           ;923
58215;LINKÖPING           ;552
58216;LINKÖPING           ;1234
58217;LINKÖPING           ;992
58218;LINKÖPING           ;838
58219;LINKÖPING           ;439
58220;LINKÖPING           ;1166
58221;LINKÖPING           ;1209
58222;LINKÖPING           ;981
58223;LINKÖPING           ;573
58224;LINKÖPING           ;1215
58225;LINKÖPING           ;1213
58226;LINKÖPING           ;1406
58227;LINKÖPING           ;1195
58228;LINKÖPING           ;1473
58229;LINKÖPING           ;952
58230;LINKÖPING           ;978
58231;LINKÖPING           ;1251
58232;LINKÖPING           ;1085
58233;LINKÖPING           ;730
58234;LINKÖPING           ;849
58235;LINKÖPING           ;1507
58236;LINKÖPING           ;1298
58237;LINKÖPING           ;1786
58242;LINKÖPING           ;1409
58243;LINKÖPING           ;1571
58245;LINKÖPING           ;881
58246;LINKÖPING           ;756
58247;LINKÖPING           ;1591
58248;LINKÖPING           ;451
58249;LINKÖPING           ;661
58252;LINKÖPING           ;716
58253;LINKÖPING           ;1362
58254;LINKÖPING           ;971
58272;LINKÖPING           ;1618
58273;LINKÖPING           ;112
58274;LINKÖPING           ;1184
58275;LINKÖPING           ;1862
58277;LINKÖPING           ;69
58278;LINKÖPING           ;14
58329;LINKÖPING           ;333
58330;LINKÖPING           ;9
58331;LINKÖPING           ;2061
58332;LINKÖPING           ;1694
58333;LINKÖPING           ;1507
58334;LINKÖPING           ;1751
58336;LINKÖPING           ;618
58337;LINKÖPING           ;527
58422;LINKÖPING           ;380
58431;LINKÖPING           ;1937
58432;LINKÖPING           ;1508
58434;LINKÖPING           ;751
58435;LINKÖPING           ;814
58436;LINKÖPING           ;763
58437;LINKÖPING           ;1051
58439;LINKÖPING           ;1325
58561;LINGHEM             ;754
58562;LINGHEM             ;1140
58563;LINGHEM             ;882
58564;LINGHEM             ;1183
58565;LINGHEM             ;1464
58591;LINKÖPING           ;754
